mol_index,smiles,exp_logp,rdkit_logp,mw,num_atoms,atom_contribs
2891,Cc1oc(nc1CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c4ccccc4)C(=O)O)cc2)c5ccccc5,3.5,2.6541200000000007,546.6230000000003,41,"[ 0.08452  0.136    0.1552   0.2713  -0.3239   0.136   -0.0516  -0.2035
 -0.4195   0.5437   0.1581   0.1581   0.136   -0.0516  -0.2051  -0.5188
  0.4619   0.1581   0.1581   0.1581   0.1581   0.136   -0.2783   0.1129
  0.136    0.1581   0.1581   0.1581   0.1581   0.1581  -0.2783  -0.1526
 -0.2893   0.1581   0.1581   0.2713   0.1581   0.1581   0.1581   0.1581
  0.1581 ]"
419,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3,2.41,2.4053999999999998,296.301,22,"[ 0.1441 -0.2783 -0.1526 -0.5188  0.4619  0.1581  0.1581  0.2955 -0.3239
  0.2713  0.1581  0.5437 -0.2893  0.2955  0.1581  0.2713  0.1581  0.1581
  0.1581  0.      0.4202  0.1581]"
2275,Cc1nc2ncnn2c(O)c1CCOC(=O)c3c(F)cccc3F,0.16,0.7307199999999999,334.282,24,"[ 0.08452  0.136   -0.3239   0.2955  -0.3239   0.1581  -0.3239  -0.3239
  0.5437  -0.2893   0.136   -0.0516  -0.2035  -0.0684  -0.2783   0.1129
  0.136    0.       0.4202   0.1581   0.1581   0.1581   0.       0.4202 ]"
2806,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3F)C2,2.51,-2.4488,446.6110000000002,32,"[-0.2035 -0.7096 -0.2051  0.1441 -0.2783 -0.1526 -0.7096 -0.2051  0.
  0.1441  0.1441  0.1441  0.1441  0.1441 -0.2783 -0.1526 -0.7096 -0.2051
  0.1441  0.1441 -0.2035 -0.3187 -0.2035 -0.0516  0.136   0.1581  0.1581
  0.1581  0.1581  0.      0.4202 -0.2035]"
571,Oc1c(I)cc(I)c2cccnc12,2.19,2.9253000000000005,396.95300000000003,13,"[-0.2893  0.5437  0.      0.8857  0.1581  0.      0.8857  0.2955  0.1581
  0.1581  0.1581 -0.3239  0.2955]"
2315,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,3.45,4.7357000000000005,586.1970000000001,41,"[ 0.1441 -0.0967  0.1441 -0.2893  0.136   0.1581  0.1581  0.1581  0.1581
  0.136  -0.0516  0.1441  0.1193  0.6482 -0.2035  0.      0.1441 -0.2783
 -0.1526 -0.2893  0.1441  0.1441  0.136   0.1581  0.1581  0.1581  0.136
  0.264   0.264   0.136   0.1581  0.1581  0.2955  0.1581  0.1581  0.245
  0.6895  0.1581  0.2955 -0.3239  0.1581]"
1940,CN(C)c1cccc2c(cccc12)S(=O)(=O)N,1.95,-0.35119999999999985,250.32299999999998,17,"[-0.2035 -0.4458 -0.2035  0.4619  0.1581  0.1581  0.1581  0.2955  0.1893
  0.1581  0.1581  0.1581  0.2955 -0.0024 -0.3339 -0.3339 -1.019 ]"
2816,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)c5nn[nH]n5)cc1Cl,1.53,1.0322999999999998,501.4180000000001,34,"[ 0.6895  0.245   0.1581  0.1581  0.5437 -0.4195 -0.2051  0.1441 -0.2035
 -0.3187 -0.2035  0.1441 -0.2051  0.1441 -0.2035 -0.3187 -0.2035  0.1441
 -0.2783  0.1129  0.136   0.1581  0.1581  0.2713  0.1581  0.1581  0.2713
 -0.3239 -0.3239 -0.3239 -0.3239  0.1581  0.245   0.6895]"
3365,COc1ccc(CN2C(=O)NC3=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C3=O)c4ccccc4)C2=O)cc1,2.93,-0.6558000000000004,584.5510000000003,42,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.136  -0.0516 -0.3239 -0.8186
  0.1788 -0.3239  0.2955  0.2955  0.1581  0.2713 -0.3239 -0.0516 -0.2783
 -0.1526 -0.7096 -0.2051  0.      0.1441  0.1441 -0.2783 -0.1526 -0.2051
  0.4202  0.4202  0.4202 -0.8186  0.1788  0.2713  0.1581  0.1581  0.1581
  0.1581  0.1581 -0.8186  0.1788  0.1581  0.1581]"
1250,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,2.32,1.8124999999999996,525.6740000000002,38,"[-0.2893  0.1193 -0.2035 -0.7096 -0.2035 -0.0516  0.136   0.1581  0.1581
  0.1581  0.2713  0.1581  0.2713  0.1581  0.1581  0.1581  0.136  -0.0516
 -0.7096 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.1581
  0.136   0.1581  0.1581  0.5437 -0.2893  0.2955 -0.3239 -0.8186  0.1788
  0.6237  0.2955]"
713,FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12,2.06,0.9519999999999995,294.24000000000007,21,"[ 0.4202 -0.0967  0.4202  0.4202  0.136  -0.3239 -0.3239  0.2955  0.1581
  0.1581  0.4619 -0.5188 -0.0516  0.136   0.1581  0.1581  0.1581 -0.3239
  0.1581 -0.3239 -0.3239]"
595,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,2.22,0.4539000000000001,549.4810000000003,39,"[ 0.1441  0.      0.1441 -0.2051 -0.7096 -0.2783 -0.1526 -0.0516 -0.3239
 -0.8186  0.1788  0.4619  0.1581 -0.3239  0.2713  0.2713  0.1581  0.1581
  0.      0.4202  0.1581  0.1581 -0.5188 -0.2783  0.4833 -0.0684 -0.0516
  0.136   0.1581  0.1581 -0.3239  0.1581  0.1581 -0.2783 -0.1526 -0.2051
  0.4202  0.4202  0.4202]"
2145,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23,3.68,-0.7787000000000003,365.82100000000025,25,"[ 0.1441 -0.2051 -0.0684  0.1193 -0.2051 -0.2893 -0.2051  0.6895 -0.3239
  0.1581 -0.3239  0.2955  0.4619 -1.027  -0.3239  0.5437 -0.4195 -0.2035
  0.      0.1441  0.      0.1441  0.1441 -0.3239  0.2955]"
530,NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,2.3,1.3739,270.24399999999997,20,"[-1.019  -0.2783  0.1129  0.136   0.1581  0.5437 -0.2893  0.1581  0.2955
 -0.3239  0.2713  0.1552  0.2955  0.2713  0.1581  0.1581  0.5437 -0.2893
  0.1581  0.1581]"
2469,NC(=N)c1cc2c(cccc2s1)c3ccccc3,1.27,2.10277,252.342,18,"[-1.019   -0.2783   0.08387  0.136    0.1581   0.2955   0.2713   0.1581
  0.1581   0.1581   0.2955   0.6237   0.2713   0.1581   0.1581   0.1581
  0.1581   0.1581 ]"
1762,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,3.88,1.052,378.519,25,"[-0.2035 -0.0024 -0.3339 -0.3339  0.1893  0.1581  0.1581  0.136   0.1581
  0.1581  0.1193  0.1441  0.      0.1441  0.1441  0.1441  0.1441 -0.2783
 -0.1526 -0.5188  0.4619 -0.3239  0.1581  0.1581  0.6237]"
1589,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,4.49,1.2530199999999998,527.6690000000004,39,"[ 0.08452  0.136    0.1581   0.1581   0.2713   0.1581   0.1581  -0.3239
 -0.3239   0.136    0.1581   0.4619  -0.5188  -0.2783   0.4833  -0.5188
  0.4619   0.1581   0.1581   0.5437  -0.4195  -0.2035  -0.2035  -0.3187
 -0.2035  -0.2035  -0.0684  -0.2035  -0.2035   0.2955   0.1581   0.1581
  0.1581   0.1581   0.2955  -0.0967   0.1441   0.1441   0.1441 ]"
3510,Oc1cc(nc2ncnn12)c3ccccc3,-0.21,0.9036,212.21200000000002,16,"[-0.2893  0.5437  0.1581  0.2713 -0.3239  0.2955 -0.3239  0.1581 -0.3239
 -0.3239  0.2713  0.1581  0.1581  0.1581  0.1581  0.1581]"
771,CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3cc(Cl)ccc3C(=O)N2Cc4ccccc4,2.88,1.35352,517.0730000000002,37,"[ 0.1441   0.       0.1441   0.1193  -0.3187  -0.2035   0.1441  -0.2035
 -1.019   -0.2783   0.1129   0.136    0.1581   0.1581   0.136    0.08452
  0.1581   0.1581   0.136   -0.3239   0.2955   0.1581   0.245    0.6895
  0.1581   0.1581   0.2955  -0.8186   0.1788  -0.3239  -0.0516   0.136
  0.1581   0.1581   0.1581   0.1581   0.1581 ]"
3605,Cc1c(N)cccc1CN2C=CC(=CC2=O)OCCc3cccs3,2.78,0.8278200000000004,340.448,24,"[ 0.08452  0.136    0.4619  -1.027    0.1581   0.1581   0.1581   0.136
 -0.0516  -0.3239   0.1581   0.1581   0.5437   0.1581  -0.8186   0.1788
 -0.4195  -0.2035  -0.0516   0.136    0.1581   0.1581   0.1581   0.6237 ]"
2207,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.58,1.5153,477.43200000000024,32,"[-0.2893 -0.2783 -0.1526 -0.0516  0.136   0.1581  0.1581  0.1581  0.4619
  0.1581 -0.4458 -0.2035  0.1441  0.     -0.2035 -0.3187 -0.2035  0.1441
 -0.2051  0.1441 -0.2035 -0.4195  0.5437  0.1581  0.1581  0.245   0.6895
  0.245   0.6895  0.1581  0.1441 -0.2035]"
547,Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,4.0,3.2234000000000003,236.27,18,"[-0.2893  0.5437  0.1581  0.1581  0.2713  0.1581  0.1581  0.2713  0.1581
  0.1581  0.2955  0.1581  0.5437 -0.2893  0.1581  0.1581  0.2955  0.1581]"
2940,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccnc4)c1,1.59,1.2156999999999998,447.53500000000025,33,"[-0.2893  0.5437  0.1581  0.1581  0.1581  0.4619 -0.5188 -0.2783  0.1129
  0.136   0.1581  0.1581  0.5437 -0.4195 -0.2035  0.1441 -0.2035 -0.3187
 -0.2035  0.1441  0.1441 -0.2035  0.1581  0.5437 -0.4195 -0.0516  0.136
  0.1581  0.1581  0.1581 -0.3239  0.1581  0.1581]"
4025,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(cc4)S(=O)(=O)C)c23)cc1,2.63,1.3495999999999997,450.5200000000002,32,"[ 0.1441 -0.2783 -0.1526 -0.5188  0.4619  0.1581  0.1581  0.136  -0.0516
 -0.5188  0.4619 -0.3239 -0.3239  0.2955  0.1581  0.1581  0.1581  0.5437
 -0.4195  0.5437  0.1581  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339
 -0.3339 -0.2035  0.2955  0.1581  0.1581]"
3211,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,1.8,0.9518400000000001,401.8940000000001,28,"[ 0.08452  0.136   -0.3239   0.136    0.08452  0.2713  -0.3239   0.136
 -0.2783   0.1129  -1.019    0.2713   0.1581   0.1581   0.136    0.1193
  0.1441   0.1441   0.       0.1441  -0.2783  -0.1526  -0.2893   0.1441
  0.1441   0.245    0.6895   0.1581 ]"
1677,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]45CCC(=O)O5,3.2,0.9261000000000001,340.46300000000014,25,"[ 0.1441  0.      0.1441  0.1441 -0.2783 -0.1526  0.1551  0.1551  0.1551
  0.1551  0.      0.      0.1441  0.1441  0.      0.1441  0.      0.1441
  0.1441 -0.2051  0.1441  0.1441 -0.2783 -0.1526 -0.0684]"
1943,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,2.71,0.8368999999999999,508.3240000000003,33,"[-0.2893 -0.2051 -0.2035 -0.7096 -0.2783  0.1129  0.136   0.1581 -0.3239
 -0.8186  0.1788  0.1581  0.136  -0.0967  0.4202  0.4202  0.4202 -0.2035
 -0.3187 -0.2035  0.1441 -0.2051  0.1441 -0.2035 -0.4195  0.5437  0.1581
  0.1581  0.245   0.6895  0.245   0.6895  0.1581]"
2221,CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,2.6,-1.73098,467.5550000000002,33,"[-0.2035  -0.3187  -0.2035  -0.2035  -0.3187  -0.2035  -0.2035  -0.0024
 -0.3339  -0.3339   0.1893   0.1581   0.1581   0.2713   0.136    0.08452
  0.1581   0.2713   0.1581  -0.3239   0.4619  -1.027    0.136   -0.3239
 -0.2783   0.1129  -0.5188   0.4619   0.1581   0.1581   0.1581  -0.3239
  0.1581 ]"
480,Oc1nc2cc(Cl)cc(Cl)c2c(O)c1c3ccccc3,1.6,4.2942,306.14799999999997,20,"[-0.2893  0.5437 -0.3239  0.2955  0.1581  0.245   0.6895  0.1581  0.245
  0.6895  0.2955  0.5437 -0.2893  0.2713  0.2713  0.1581  0.1581  0.1581
  0.1581  0.1581]"
1787,CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,3.68,1.1937199999999997,470.36700000000013,30,"[ 0.08452  0.136    0.1581  -0.3239   0.1193   0.1441   0.1441  -0.2035
 -0.3187  -0.0516   0.136    0.1581   0.1581   0.1581   0.5437  -0.4195
  0.5437   0.1581   0.1581   0.1581   0.198    0.8456   0.1581   0.1581
 -0.2035  -0.8186   0.1788  -0.3239  -0.8186   0.1788 ]"
2155,Fc1ccc(cc1)C(=O)N2CCC[C@@H](C2)c3onc(n3)c4ccc(F)cc4,3.73,1.9436,369.371,27,"[ 0.4202  0.      0.1581  0.1581  0.136   0.1581  0.1581 -0.2783  0.1129
 -0.3187 -0.2035  0.1441  0.1441  0.1193 -0.2035  0.136   0.1552 -0.3239
  0.2713 -0.3239  0.2713  0.1581  0.1581  0.      0.4202  0.1581  0.1581]"
3992,CC1=CN([C@H]2CCCN(C2)[C@H](CC3CCCCC3)c4ccc(C(=O)O)c(Oc5cccc(Cl)c5)c4)C(=O)NC1=O,1.83,1.64332,566.0980000000001,40,"[ 0.08452  0.136    0.1581  -0.3239   0.1193   0.1441   0.1441  -0.2035
 -0.3187  -0.2035   0.1193   0.1441   0.       0.1441   0.1441   0.1441
  0.1441   0.1441   0.136    0.1581   0.1581   0.136   -0.2783   0.1129
 -0.2893   0.5437  -0.4195   0.5437   0.1581   0.1581   0.1581   0.245
  0.6895   0.1581   0.1581  -0.8186   0.1788  -0.3239  -0.8186   0.1788 ]"
5,OC1(CN2CCC1CC2)C#Cc3ccc(cc3)c4ccccc4,3.14,0.9695,303.40500000000003,23,"[-0.2893 -0.2051 -0.2035 -0.3187 -0.2035  0.1441  0.      0.1441 -0.2035
  0.0017  0.0017  0.136   0.1581  0.1581  0.2713  0.1581  0.1581  0.2713
  0.1581  0.1581  0.1581  0.1581  0.1581]"
3317,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3[nH]c(N)nc13,3.22,0.35620000000000007,366.39700000000005,25,"[ 0.1441 -0.2051 -0.2035 -0.2893 -0.5188  0.4619 -0.3239  0.1893  0.6482
 -0.0516  0.136   0.1581  0.1581  0.1581  0.      0.4202  0.      0.4202
 -0.3239  0.2955 -0.3239  0.4619 -1.027  -0.3239  0.2955]"
2184,CC(C)(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,3.08,-1.7545199999999999,290.371,21,"[ 0.1441   0.       0.1441   0.1441  -0.2035  -0.5188   0.4619  -0.3239
  0.136   -0.3239   0.4619  -0.4458  -0.2035  -0.2035  -0.0684  -0.2035
 -0.2035   0.4619  -1.027    0.0017   0.01508]"
2803,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,3.72,1.7165000000000001,315.716,22,"[ 0.0335 -0.3396  0.0335  0.4619  0.1581  0.1581  0.4619 -0.5188 -0.2783
 -0.1526 -0.2035  0.1836 -0.2783  0.136   0.1581  0.1581  0.1581  0.1581
  0.245   0.6895  0.136   0.1581]"
1289,CN1CCC[C@H]1c2ccccn2,0.44,0.12630000000000002,162.236,12,"[-0.2035 -0.3187 -0.2035  0.1441  0.1441  0.1193  0.136   0.1581  0.1581
  0.1581  0.1581 -0.3239]"
2663,CCOC(=O)C1=Cc2ccc(O)cc2OC1=O,1.2,0.836,234.20699999999997,17,"[ 0.1441 -0.2035 -0.0684 -0.2783  0.1129  0.136   0.1581  0.2955  0.1581
  0.1581  0.5437 -0.2893  0.1581  0.2955  0.1552 -0.8186  0.1788]"
3018,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3c(F)cncc3F)cn2,3.7,-0.04309999999999997,407.42100000000005,29,"[ 0.1441 -0.2051  0.1441  0.1441 -0.0684 -0.2783  0.4833 -0.3187 -0.2035
 -0.2035 -0.4458 -0.2035 -0.2035  0.4619 -0.3239  0.1581  0.5437 -0.4195
 -0.0516  0.136   0.      0.4202  0.1581 -0.3239  0.1581  0.      0.4202
  0.1581 -0.3239]"
2313,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1.86,0.04163999999999979,285.31100000000004,21,"[ 0.08452  0.136    0.1581   0.136   -0.0516  -0.5188   0.4619  -0.3239
  0.1581   0.1581   0.4619  -0.5188   0.4619   0.1581   0.136    0.08452
 -0.3239  -0.3239  -0.3239   0.1552  -0.3239 ]"
3179,NC(=O)c1cccnc1Oc2ccccc2,1.13,0.5604000000000001,214.224,16,"[-1.019  -0.2783  0.1129  0.136   0.1581  0.1581  0.1581 -0.3239  0.5437
 -0.4195  0.5437  0.1581  0.1581  0.1581  0.1581  0.1581]"
2366,Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4,3.17,0.596,359.8170000000002,25,"[-1.027   0.4619 -0.3239  0.1581 -0.3239  0.2955  0.2955  0.136  -0.0516
 -0.4195  0.5437  0.1581  0.1581  0.1581  0.245   0.6895  0.1581 -0.3239
 -0.3239  0.1193  0.1441 -0.2035 -0.0684 -0.2035  0.1441]"
2209,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,0.8,0.66362,438.5530000000003,31,"[ 0.08452  0.136    0.1581   0.1581   0.1893   0.1581   0.1581  -0.0024
 -0.3339  -0.3339  -0.5188   0.4619   0.136    0.1581  -0.3239  -0.3239
  0.2713   0.1581   0.1581   0.1581   0.1581   0.1581  -0.2783   0.1129
 -0.7096  -0.2051   0.1441   0.1441   0.1441   0.1441   0.1441 ]"
225,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc2ccccc2,1.56,0.21990000000000004,341.4510000000001,25,"[ 0.1441  0.1441 -0.2035 -0.7096 -0.2035 -0.2051 -0.2893 -0.2035 -0.4195
  0.5437  0.1581  0.1581  0.1581  0.1581  0.136  -0.2783  0.1129  0.1441
 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581]"
2580,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,3.12,1.0794199999999996,433.5080000000002,32,"[-0.2035  -0.4195   0.5437   0.1581   0.1581   0.136    0.1581   0.5437
 -0.4195  -0.2035  -0.2783   0.1129  -0.5188   0.4619   0.1581   0.4619
 -0.5188  -0.2783   0.1129   0.136    0.1581   0.1581   0.1581   0.4619
  0.1581  -0.4458  -0.2035  -0.2035   0.1581   0.1581   0.136    0.08452]"
3212,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,2.02,0.10862000000000005,451.55000000000035,33,"[ 0.1441   0.1193   0.1441  -0.3239   0.136    0.08452 -0.3239   0.1581
  0.2713   0.2713  -0.3239   0.4619  -0.5188   0.4619   0.1581   0.1581
  0.136    0.1581   0.1581  -0.2783   0.1129  -0.3187  -0.2035   0.1441
 -0.2035  -0.3187  -0.2035  -0.2035  -0.2035  -0.3239   0.1581   0.
  0.4202 ]"
2026,CC(Cc1ccccc1)N(C)CC#C,2.16,0.09159999999999996,187.28599999999994,14,"[ 0.1441 -0.2051 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581
 -0.3187 -0.2035 -0.2035  0.0017  0.0017]"
3429,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,1.92,-0.059499999999999914,310.39700000000005,23,"[-1.019  -0.2783  0.1129  0.136   0.1581  0.1581  0.1581  0.5437 -0.4195
 -0.2051  0.1441 -0.2035 -0.3187 -0.0516  0.136   0.1581  0.1581  0.1581
  0.1581  0.1581 -0.2035  0.1441  0.1581]"
3359,CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.7,0.4183000000000001,297.82899999999995,17,"[ 0.1441  0.1441  0.      0.1441 -0.2051 -0.2035 -0.2893 -0.7096 -0.0024
 -0.3339 -0.3339  0.1893  0.1581  0.1581  0.245   0.6895  0.6237]"
558,Cc1ccccc1CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4,2.3,-0.77068,324.3840000000002,24,"[ 0.08452  0.136    0.1581   0.1581   0.1581   0.1581   0.136   -0.0516
 -0.3239   0.1581   0.1581  -0.3239  -0.8186   0.1788   0.1581   0.4619
 -0.3239   0.2955  -0.4458  -0.2035  -0.2035  -0.0684  -0.2035  -0.2035 ]"
2087,CC(N)(COP(=O)(O)O)C(=O)O,2.5,-1.9083,199.09900000000002,12,"[ 0.1441 -0.2051 -1.019  -0.2035 -0.0684  0.8612 -0.1188 -0.2893 -0.2893
 -0.2783 -0.1526 -0.2893]"
1381,CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,0.56,0.7323999999999996,301.386,22,"[ 0.1441 -0.2051 -0.2035 -0.4195  0.5437  0.1581  0.1581  0.1581  0.1581
  0.1581 -0.7096 -0.2051  0.1441  0.1193 -0.2893  0.136   0.1581  0.1581
  0.5437 -0.2893  0.1581  0.1581]"
1683,COCCCc1cc(Nc2ccnc(NCc3onc(C)c3)n2)n[nH]1,2.04,-0.42578000000000016,343.391,25,"[-0.2035  -0.0684  -0.2035   0.1441  -0.0516   0.136    0.1581   0.4619
 -0.5188   0.4619   0.1581   0.1581  -0.3239   0.4619  -0.5188  -0.0516
  0.136    0.1552  -0.3239   0.136    0.08452  0.1581  -0.3239  -0.3239
 -0.3239 ]"
185,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,3.17,2.1432,444.55600000000015,32,"[ 0.1441  0.1441  0.1193 -0.7096 -0.2783  0.1129  0.136   0.1893  0.2713
 -0.3239  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955  0.2713  0.1581
  0.1581  0.1581  0.1581  0.1581 -0.0024 -0.3339 -0.3339 -0.2035  0.136
  0.1581  0.1581  0.1581  0.1581  0.1581]"
3485,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2,2.37,0.12292000000000036,487.9060000000002,33,"[ 0.08452  0.136    0.1581   0.245    0.6895   0.1581   0.1581   0.5437
 -0.4195  -0.2051   0.1441  -0.2035  -0.3187  -0.2035  -0.2051  -0.2893
 -0.2035  -0.7096  -0.2783   0.1129   0.136    0.1581  -0.3239  -0.8186
  0.1788   0.1581   0.136   -0.0967   0.4202   0.4202   0.4202  -0.2035
  0.1441 ]"
3861,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(O)cc3,2.47,1.9899999999999998,319.16200000000003,19,"[-0.2035 -0.5188  0.4619  0.198   0.8456  0.1581 -0.3239  0.2955 -0.3239
  0.2713 -0.3239  0.2955  0.2713  0.1581  0.1581  0.5437 -0.2893  0.1581
  0.1581]"
1430,CCC1(CCCCN(C)C1)c2cccc(O)c2,0.8,0.7174000000000001,233.35500000000002,17,"[ 0.1441  0.1441 -0.0967  0.1441  0.1441  0.1441 -0.2035 -0.3187 -0.2035
 -0.2035  0.136   0.1581  0.1581  0.1581  0.5437 -0.2893  0.1581]"
1921,COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc4noc(C)c4C,4.06,2.4096399999999996,421.4280000000002,31,"[-0.2035  -0.4195   0.5437   0.1581   0.5437  -0.4195   0.5437   0.1581
  0.1581  -0.3239   0.2955   0.1581   0.1581   0.       0.4202   0.1581
  0.2955   0.1581   0.1581   0.136   -0.0516  -0.2783  -0.1526  -0.5188
  0.4619  -0.3239   0.1552   0.136    0.08452  0.136    0.08452]"
3688,COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1.46,-2.0068,480.9490000000004,33,"[-0.2035 -0.0684 -0.2035 -0.2051 -0.2893 -0.0516 -0.3239 -0.8186  0.1788
  0.1581 -0.3239 -0.3239 -0.8186  0.1788  0.2713  0.1581  0.1581  0.245
  0.6895  0.136   0.1581 -0.2783  0.1129 -0.7096 -0.2035 -0.2051 -0.2893
  0.1441  0.1441  0.1441  0.1441  0.1441  0.1441]"
1912,OCCO[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,4.17,0.5619999999999998,576.5480000000003,39,"[-0.2893 -0.2035 -0.2035 -0.0684 -0.2051  0.1441  0.1193 -0.2051 -0.2893
 -0.2051 -0.2893 -0.3239 -0.3239 -0.3239  0.2955  0.4619 -0.5188 -0.2051
  0.1441  0.1193  0.136   0.1581  0.1581  0.      0.4202  0.      0.4202
  0.1581 -0.3239  0.1893  0.6482 -0.2035  0.1441 -0.2051  0.4202  0.4202
  0.4202 -0.3239  0.2955]"
3817,FC(F)(F)c1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.94,2.1291,580.4560000000004,37,"[ 0.4202 -0.0967  0.4202  0.4202  0.136   0.1581  0.1581  0.1581  0.1893
  0.1581 -0.0024 -0.3339 -0.3339 -0.7096 -0.2783  0.4833 -0.3187 -0.2035
  0.1441 -0.2051  0.1441 -0.2035 -0.3187 -0.2035  0.1441 -0.2051  0.1441
 -0.2035 -0.4195  0.5437  0.1581  0.1581  0.245   0.6895  0.245   0.6895
  0.1581]"
254,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1.46,-0.7948,453.51800000000026,33,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.2955 -0.3239  0.1581  0.
  0.4202  0.136  -0.0516 -0.2035 -0.3187 -0.2035  0.1441 -0.2051  0.1441
 -0.2035 -0.7096 -0.0516  0.136   0.1581  0.5437 -0.4195 -0.2035 -0.2035
 -0.4195  0.5437  0.1581 -0.3239  0.2955 -0.3239]"
312,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,4.23,1.5010199999999998,424.5260000000001,30,"[ 0.1441  -0.2035  -0.4195   0.5437   0.1581   0.1581   0.2955   0.1552
  0.136   -0.2783   0.1129  -0.7096   0.1193   0.1441  -0.2035   0.6482
 -0.2035   0.136   -0.3239   0.2955  -0.3239   0.1581   0.1581   0.1581
  0.2955  -0.3239   0.136    0.08452  0.2955   0.1581 ]"
